Nom Text,Latin Translation
欣 𨤰 迷 銭 棋 泊,hơn nhẽ mê tiền cờ bạc
空 特 咹 麻 𠅎 𧵑,không được ăn mà mất của
畧 𠇮 荣 顕 𫔳,trước mình vinh hiển cửa
𡢐 朱 奇 伴 𡊨 𦹳 淶,sao cho cả bọn đàn thơm lây
𠇍 秋 𫢩 沕 群,mấy thu nay vẫn còn
故 𫳵 欺 缺 吏 欺 𧷺,cớ sao khi khuyết lại khi tròn
𠳨 𡥵 白 兔 陀 包 𣦮,hỏi con bạch thỏ đà bao tuổi
𠳨 姉 姮 娥 㐌 𠇍 𡥵,hỏi chị hằng nga đã mấy con
𣎀 最 故 𫳵 𥋸 閣 紫,đêm tối cớ sao soi gác tia
𣈜 撑 群 𢢆 𠇍 彚 𣘈,ngày xanh còn thẹn mấy vầng son
𠄼 更 泸 𣼽 除 埃 帝,năm canh lơ lửng chờ ai đấy
𫨩 固 情 𥢅 貝 渃 𡽫,hay có tình riêng với nước non
翁 瓊 生 拱 辰 買 氏 點 𠬠 𤳇 𠬠 𡛔 咍 一 𠁀,Ông Quỳnh sinh cùng thời với thị Điểm một trai một gái hay nhất đời
官 榜 生 點,Quan Bảng sinh Điểm
𠰺 学 路 冬 𡗋,Dạy học trò đông lắm
瓊 𣈗 假 格 旦 䀡 評 文 底 𥄫 𥊘 氏 點,Quỳnh ngày giả cách đến xem bình văn để ngấp nghé thị Điểm
佛 說 大 聖 末 刼 真 經,phât thuyết đại thánh mạt kiếp chân kinh
演 音,diễn âm
從 容 因 𣅶 清 閑,thong dong nhân lúc thanh nhàn
𠳒 經 𠽃 𠇍 行 吟 哦,thời kinh chấp mấy hàng ngâm nga
演 排 𠬠 本 喃 哪,diễn bầy một bản nôm na
底 朱 𡥵 𪨅 弹 婆 拱 䀡,để cho con thẻ đàn bà cũng xem
買 𫨩 𪱨 𧡊 眼 前,mới hay thông thấy nhỡn tiền
埃 麻 忍 特 買 𢧚 身 𠊛,ai mà nhân được mới nên thàn người
事 尼 原 於 渃 𠊛,xư này nguyên ở nước người
光 緒 𪜀 𠁀 茹 清,quang tự là đời nhà thanh
陀 山 南 海 京,dà sơn nam hải kinh
洛 陽 𪜀 縣 西 平 府 分,lạc dương là huyện tây bìn phủ phân
王 家 𪜀 社 於 𧵆,vương gia là xã ở gần
城 隍 廟 意 固 分 英 灵,thành hoàng miếu ấy có phần anh liuh
生 末 刼 真 經,sinh mạt kiếp chân kinh
𢣂 𠇮 色 花 鮮,nghĩ mình sắc hoa tươi
𪀄 英 𥄭 𦥃 𠰘 唭 供 醝,chim anh ngó đến miệng cười cũng say
氷 雪 敢 𫼲 節 玉,băng tuyết dám rời tiết ngọc
𠬠 茄 鐄 待 𤒘 天 然,một nhà vàng đẫy đuộc thiên nhiên
主 春 窖 倒 顛,chúa xuân khéo đảo điên
邀 花 麻 吏 底 煩 朱 花,yêu hoa mà lại để phiền cho hoa
𥪝 宮 禁 𪀄 車 少 仉,trong cung cấm chim sa thiếu kẻ
外 𤾓 官 卿 宰 别 包,ngoài trăm quan khanh tể biết bao
𠃩 吝 庒 赴 𢭂,chín lần chẳng phó trao
禾 番 底 𠬠 𦟐 桃 舌 𥢆,Hoà Phiên để một má đào thiệt riêng
醝 終 鼎 悁 沔 道 奇,say chung đỉnh quên miền đạo cả
𬆄 供 𤤰 舌 朶 夭 桃,ngay cùng vua thiệt đoá yêu đào
想 浪 權 奇 嵬 高,tưởng rằng quyền cả ngôi cao
仍 供 預 𠓨 皇 妃,những cùng dựa vào hoàng phi
假 女 渃 詫 之 𠇮 玉,giả nợ nước sá chi mình ngọc
咳 姉 姮 娥 媷 廣 寒,hỡi chị hằng nga náu quảng hàn
𦊚 务 𦝄 𩙌 買 江 山,bốn mùa trăng gió mới giang sơn
襖 仙 雖 潤 味 王 母,áo tiên tuy nhuận mùi vương mẫu
香 俗 群 燶 焒 后 郎,hương tục còn nồng lửa hậu lang
𬑉 鳳 𢖵 醝 味 玉 素,mắt phượng nhớ say mùi ngọc tố
宫 倪 𫳵 𢢆 曲 琴 鸞,cung nghê sao thẹn khúc cầm loan
𡀮 空 縁 𡢻 共 𠊚 世,nếu không duyên nợ cùng người thế
嗔 𠤆 𨉟 渃 合 歡,xin chớ mình nước hợp hoan
𤾓 𢆥 𠀧 萬 𦒹 𠦳 𣈜,trăm năm ba vạn sáu nghìn ngày
𥪝 𡶀 𠦳 𢆥 𣘃 沕 固,trong núi nghìn năm cây vẫn có
唒 固 𠦳 鐄 𧁹 𢷮 台,dẫu có nghìn vàng khó đổi thay
塵 𤾓 𣦮 𥚯 空 埃,trần trăm tuổi rễ không ai
擬 塘 名 利 𢚸 添,nghĩ đường danh lợi lòng thêm
𧡊 几 奸 頑 䏾 吏 苔,thấy kẻ gian ngoan bụng lại đầy
噔 㤕 𡃊 台 味 俗 累,đắng xót ghê thay mùi tục luỵ
愊 𨉟 蹺 細 宫 𩄲,bực mình theo tới cung mây
分 桞 金 屋 枚,phận liễu kim ốc may
香 𡗶 敖 鄂 唏 𠖤,hương trời ngào ngạt hơi bay
雪 霜 丿 俸 耗 𤷍 𠇮 蟡,tuyết sương phút bỗng hao gầy mình ve
𥉫 𡽫 渃 𦊚 皮 語,trông non nước bốn bề ngỡ
兑 人 縁 𨔾 𡗉 調,đoái nhân duyên trở nhiều điều
固 𢝙 麻 庒 固 夭,có vui mà chẳng có yêu
責 蛮 王 底 𡛔 堯 過 辰,trách man vương để gái nghiêu quá thì
恄 忠 直 醝 迷 讒 嚀,ghét trung trực say mê sờm nịnh
𥙩 鮍 奇 梗 如 饒,lấy bè cả gánh như nhau
擬 𢱖 玉 扵 藍,nghĩ mua ngọc ở lam
品 金 㐌 𤑟 價 珠 罕 祥,phẩm kim đã rõ giá châu hẳn tường
㗂 𬷤 永 永 嘅 𨕭,tiếng gà văng vẳng gáy trên
怨 恨 𥊛 𫥨 泣 𫇳,oán hận trông ra khắp chòm
楳 惨 空 摳 𦓡 拱 谷,mõ thảm không khua mà cũng cốc
鐘 愁 𫽄 打 據 𫳵 喑,chuông sầu chẳng đánh cớ sao om
𠓀 𦖑 仍 㗂 添 油,trước nghe những tiếng thêm rầu
𪢈 𢚷 為 縁 底,sau giận vì duyên để
才 子 文 人 埃 妬 佐,tài tử văn nhân ai đó tá
身 尼 𥚯 𠺥 𫅷,thân này dễ chịu già
𨑮 𬙞 𫨩 𨑮 𫤯 低,mười bảy hay mười tám đây
朱 些 腰 唒 𫽄 移 拪,cho ta yêu dấu chẳng rời tay
𠫅 澄 意 呈 𠀧 𧣳,dày chừng ấy chiềng ba góc
𠦳 𠸗 名 節 𪽋 芳,nghìn xưa danh tiết lưu phương
𦎛 撩 𠄩 𡦂 綱 常 扵,gương treo hai chữ cương thường ở
箕 伴 友 怒 𫯳,kìa bạn hữu nọ chồng
皮 拱 扵 𥪝 𨦩 人 倫,bề cũng ở trong vòng nhân luân
䀡 𫥨 買 别 𡗶 𧵆,xem ra mới biết trời gần
爫 𠊛 𢖵 𪧚 𥙩 分 善 端,làm người nhớ giữ lấy phận thiện đoan
𢌌 狹 銀 㩒,rộng hẹp ngần cắm
強 𤎐 包 饒 辰 彊 𠖾,càng nực bao nhiêu thì càng mát
腰 𣎀 庒 吏 腰 𣈜,yêu đêm chẳng lại yêu ngày
紅 紅 𦟐 粉 縁 爲 梞,hồng hồng má phấn duyên vì cậy
主 唒 𤤰 腰 𠬠 丐 尼,chúa dấu vua yêu một cái này
書 𥦗 因 清 闲,thư song nhân thanh nhàn
𧡊 𥪝 小 節 新 刊 停,thấy trong tiểu tiết tân san dành
𢖵 初 楊 礼 刘 平,nhớ xưa dương lễ lưu bình
詩 書 宝 渃 簪 𨁪 茄,thơ thư bảo nước trâm giấu nhà
𡑝 程 孔 鄰 羅,sân trình khổng lân la
拱 饒 交 吏 𠬠 茄 芝 蘭,cùng nhau giao lại một nhà chi lan
情 䴡 凙 他 山,tình lệ trạch tha sơn
撻 床 徐 子 𢭾 幔 董 公,đặt giường từ tử buông màn đổng công
𨑮 𢆥 𥪝 准 文 房,mười năm trong chốn văn phòng
𣈜 𬓲 堆 册 𣈘 終 𠬠 畑,ngày riêng đôi sách đêm chung một đèn
務 夏 海 海 𩙌 南 東,mùa hè hây hẩy gió nam đông
仙 女 𦣰 𨔈 𬨨 𥅞 燶,tiên nữ nằm chơi quá giấc nồng
畧 竹 攊 掑 𨕭 𠃅 𩯀,lược trúc giắt cài trên mái tóc
裺 桃 𫴋 娘 竜,yếm đào xuống nương long
堆 塸 蓬 島 霜 群 唅,đôi gò bồng đảo sương còn ngậm
瀝 桃 源 𤂬 𣜾 通,lạch đào nguyên suối chưa thông
君 子 𨀍 𠫾 庒 𢴑,quân tử dùng đi chẳng dứt
𠫾 辰 拱 懙 於 𫳵 雙,đi thì cũng dở ở sao xong
荣 永 𦖻 𦖑 㗂 哭 夷,văng vẳng tai nghe tiếng khóc gì
傷 𫯳 𢧚 餒 哭 比 絲,thương chồng nên nỗi khóc tì ti
𠮾 嗷 妾 𢖵 味 甘 草,ngọt ngào thiếp nhớ mùi cam thảo
𤍇 𥸷 經 聖 傳 䝨,nấu xôi kinh thánh truyện hiền
餘 𭓇 泣 精 專 𨇜 阑,dư học khắp tinh chuyên đủ làn
𫨩 吏 𤊪 盎 𤊪,hay lại dở ương dở
㗂 如 僂 蛮 夷,tiếng như lũ man di
蛮 夷 𥙩 色 爫 奇,man di lấy sắc làm kì
𦘧 杯 麻 吏 享 跪 邉,vẽ bôi mà lại hưởng quì bên
察 如 枉 才 淑 女,xét như uổng tài thục nữ
惜 藝 㐻 学 與 才 名,tiếc nghề nòi học dữ tài danh
嘆 喂 國 色 傾 城,than ôi quốc sắc khuynh thành
㛪 姨 灰 星 𩔗,em chị hôi tanh loài
𧯄 造 化 外 𨷑,hang tạo hoá ngoài mở
𨢟 䔲 払 喂 味 桂 枝,cay đắng chàng ơi vị quế chi
石 乳 陳 皮 𫳵 底 吏,thạch nhũ trần bề sao để lại
歸 身 連 肉 𢖵 𠫾,quy thân liên nhục nhớ đi
交 梂 妾 别 埃 特,giao cầu thiếp biết ai được
生 寄 払 喂 死 則 歸,sinh kí chàng ơi tử tắc quy
都 饒 捽 玉 燶 鐄,đua nhau nuốt ngọc nung vàng
欺 招 韻 賦 欺 盘 藝 文,khi gieo vần phú khi bàn nghề văn
都 饒 草 聖 詩 神,đua nhau thảo thánh thi thần
几 賖 㗂 𠊛 𧵆 别 名,kẻ xa tiếng người gần biết danh
别 包 畑 焒 功 程,biết bao đèn lửa công trình
求 䝨 𧡊 詔 朝 廷 科,cầu hiền thấy chiếu triều đình khoa
文 人 士 子 𧵆 賖,văn nhân sĩ tử gần xa
摺 招 桂 月 𢯏 花 都 才,dập dìu quế nguyệt bẻ hoa đua tài
奇 𢘝 朱 𢧚 餒 懙 揚,cả nể cho nên nỗi dở dang
事 固 透 咳 庒 払,sự có thấu hỡi chăng chàng
縁 天 𣜾 𧡊 頭 育,duyên thiên chưa thấy đầu dọc
分 了 𫳵 陀 乃 昂,phận liễu sao đà nảy ngang
丐 罪 𤾓 𢆥 払 𠹾 奇,cái tội trăm năm chàng chịu cả
片 情 𠬠 塊 妾 嗔 恾,phiến tình một khối thiếp xin mang
包 𠰘 世 𠳒 征 歷,bao miệng thế lời chênh lệch
空 固 仍 𦓡 買 頑,không có nhưng mà mới ngoan
功 名 埃 几 讓 埃,công danh ai kẻ nhường ai
払 楊 脱 㐌 三 魁 榜 鐄,chàng dương thoát đã tam khôi bảng vàng
𢂎 𩂏 馭 𮪍 迎 昂,dù che ngựa cưỡi nghênh ngang
𪔠 𢫝 旗 𨕭 塘 荣 𡚖,trống giong cờ trên đường vinh quy
𧏵 𩄲 𩵜 渃 及 辰,rồng mây cá nước gặp thì
桑 蓬 妥 志 男 買,tang bồng thoả chí nam mấy
熷 𤇊 𢝙 席 花,tưng bừng vui tiệc hoa
本 𠊛 歴 涉 吏 茄 風 光,vốn người lịch thiệp lại nhà phong quang
𤗽 魄 空 弹,dịp phách cung đàn
軒 玩 月 𣠰 賞 花,hiên ngoạn nguyệt giàn thưởng hoa
局 盘 茶,cuộc bàn chè
堂 拜 祖 茄 接 賓,đường bái tổ nhà tiếp tân
箕 朋 友 怒 鄉 粦,kìa bằng hữu nọ hương lân
払 徐 𨀈 塘 𩄲,chàng từ bước đường mây
𢜠 酬 酢 主 賓 𢝙 闈,mừng thù tạc chủ tân vui vầy
宦 階 吝 堛 𣈜 𣈜 𨖲 髙,hoạn giai lần bậc ngày ngày lên cao
隊 㤙 𡗶 坦 别 包,đội ơn trời đất biết bao
福 茄 禄 渃 洡 𤁓 奇 𠄩,phúc nhà lộc nước dồi dào cả hai
念 忠 孝 堛 英 才,niệm trung hiếu bậc anh tài
𤎜 𪤍 祖 廕 浽 𠁀 科 名,sáng nền tổ ấm nối đời khoa danh
𡄎 身 荣 𩔰 㐌 仃,ngẫm thân vinh hiển đã đành
想 𠊛 故 友 晚 成 麻 傷,tưởng người cố hữu vãn thành mà thương
払 刘 自 𣇫 鏖 場,chàng lưu tự thuở ao trường
𧡊 𠓀 題 扵 榜 鐄 仍 埃,thấy trước đề ở bảng vàng những ai
𨀈 嘆 𥐆 咀 𨱽,bước than vắn thở dài
想 文 章 𫽄 劔 埃 麻,tưởng văn chương chẳng kém ai mà
𭓇 才 試 分 生,học tài thi phận sinh
𠬠 地 理 𠄩 紫 微,một địa lí hai tử vi
傕 辰 𣌋 闷 麻 之,thôi thì sớm muộn mà chi
如 梅 早 杏 遲 管,như mai tảo hạnh trì quán
史 經 温 吏 朱 漏,sử kinh ôn lại cho làu
南 無 香 火 院 全,na mô hương hỏa vẹn tuyền
𡦂 情 哏 咘 𡦂 緣 洡 漅,chữ tình gắn bó chữ duyên rồi rào
南 無 東 柳 西 桃,na mô đông liễu tây đào
欺 𦋦 欺 𠓨 湘,khi ra khi vào tương
南 無 ⿱ 莊,na mô mộng trang
𡽫 巫 彷 彿 臺 𦎛 𢠩 恾,non vu phảng phất đài gương mơ màng
南 無 𦲿 𧺀 𥿗 紅,na mô lá thắm chỉ hồng
排 情 風 月 妥 𢚸 雨 雲,bầy tình phong nguyệt thỏa lòng vũ vân
南 無 𣷭 愛 源 㤙,na mô bể ái nguồn ân
晉 𥘿 沛 侶 朱 陳 當 堆,tấn Tần phải lứa Châu Trần đáng đôi
粉 堙 芝 𨤔 怒 羣 濃,Phấn Yên Chi vẻ nọ còn nồng
絲 縁 𣠖 㧅 蓬,tơ duyên chửa đèo bồng
𨀋 蹎 辰 㐌 𫅩 紅 𠖤 高,sẩy chân thời đã cánh hồng bay cao
𩵜 默 䋥 别 搓,cá mắc lưới biết xoay
𠓨 棱 語 塘 𫥨,vào rừng ngỡ đường ra
庒 沛 吳 𦓡 庒 沛 些,chẳng phải ngô mà chẳng phải ta
頭 辰 濁 禿 襖 空 邪,đầu thì trọc lóc áo không tà
𥺹 𤼸 𠓀 𩈘 𠄼 𠀧 品,oản dâng trước mặt năm ba phẩm
娓 納 𪢈 𨉞 𦒹 𬙞 婆,vãi nép sau lưng sáu bảy bà
欺 鐛 欺 𨦡,khi cảnh khi tiu
喠 喠 客 喠 希 阿,giọng giọng khách giọng ê a
修 固 𨤰 蓮 師 具,tu có nhẽ lên sư cụ
𡴯 嶌 銼 蓮 怒 妬 𦓡,ngất nghểu toà sen nọ đó mà
塘 功 名 待 科 𡢐 拱,đường công danh đợi khoa sau cũng
傷 台 仍 堛 才 花,thương thay những bậc tài hoa
朱 𡥵 造 撩 它 多 端,cho con tạo trêu đà đa đoan
𠊛 風 雅 𨀈 𮥷,người phong nhã bước nan
基 圖 䝉 正 江 山 買 臣,cơ đồ mông chính giang sơn mãi thần
塵 間 窒 堛 清 貧,trần gian dứt bậc thanh bần
浪 冲 畑 册 專 勤 𥙩 之,rằng trong đèn sách chuyên cần lấy chi
𢖵 𠊛 伴 友 故 知,nhớ người bạn hữu cố tri
徐 𣈗 中 荣 𡚖 旦 𣈙,từ ngày trúng vinh quy đến rày
𠸦 台 𡥵 造 窖 坤 凢,khen thay con tạo khéo khôn phàm
妬 揚 𫥨 别 𠇍 𫩓,đố giăng ra biết mấy ngàm
𦠳 𥒥 𦹵 繚 𪮈 椹 𣠥,sườn đá cỏ leo sờ rậm rạp
攊 溪 沚 𢱖 藍 岩,lách khe chảy mó lom khom
師 頭 濁 𡓮 摳 楳,sư đầu trọc ngồi khua mõ
𠄩 小 𨉞 𧷺 與 庵,hai tiểu lưng tròn dữ am
旦 買 别 浪 𧯄 聖 化,đến mới biết rằng hang thánh hoá
蹲 蹎 痗 𨆝 唉 群 𢣇,chồn chân mỏi gối hãy còn ham
香 鵉 擬 𢢆 俸 俄,hương loan nghĩ thẹn bóng nga
鼎 終 𢝙 𨤔 之 麻 鼎 終,đỉnh chung vui vẻ chi mà đỉnh chung
𥪝 永 如 宮 武 謝,trong vắng như cung Vũ Tạ
𨅸 𬦪 𥊛 𫥨 景 𡴯 囂,đứng chéo trông ra cảnh hắt hiu
塘 𠫾 偏 召 舘 𦼔 標,đường đi thiên thẹo quán leo đeo
𢯧 技 橋 椥 拙 肯 跳,xỏ kẽ kèo tre đốt khẳng khiu
𠀧 濯 𣘃 撑 形 捥 𢰳,ba chạc cây xanh hình uốn éo
𣳔 渃 碧 𦹵 潦 漂,dòng nước biếc cỏ leo teo
趣 𢝙 悁 奇 念 𡳵,thú vui quên cả niềm cũ
笠 𠃅 𦹵 𦱊 疎 壳,lợp mái cỏ gianh xơ xác
箕 丐 鹞 埃 𩙌 論 繚,kìa cái diều ai gió lộn lèo
𦖑 浪 荣 𩔰 𡗋 台,nghe rằng vinh hiển lắm thay
歐 些 此 𨖅 𫢩 世,âu ta thử sang nay thế
㐌 勾 貧 賎 之 交,đã câu bần tiện chi giao
吏 情 筆 硯 𫒂 涓 油,lại tình bút nghiễn nhẽ quên du
寅 夜 脱 㐌 細 茄 楊 公,dần dà thoát đã tới nhà dương công
𧵆 賖 擬 歇 𨃴 頭,gần xa nghĩ hết gót đầu
坡 配 𨤮 𭩪 塘,pha phôi dậm liễu đường
所 𨖅 吏 襊 吏 瓢 吏,sửa sang lại túi lại bầu lại
粦 羅 㕸 𨀈 𠓨 冲,lân la rắp bước vào trong
𡗶 坦 生 𫥨 𥒥 𫇳,trời đất sinh ra đá chòm
昂 魯,ngang lỗ
𦼔 諸 宣 完,rêu trơ toen hoẻn
𩙌 樁 嘹 撫 𠯰,gió thông reo vỗ phập
湥 渃 有 情 涞 𪷃 渀,giọt nước hữu tình rơi lõm bõm
𡥵 塘 無 岸 最 音 音,con đường vô ngạn tối om om
𠸦 埃 搗 𥒥 才 穿,khen ai đẽo đá tài xuyên
窖 𠼯 𧯄 𫥨 𡗋 几 𥉰,khéo hở hang ra lắm kẻ nhòm
突 夷 払 吏 䝉 徐,rụt rè chàng lại mong chờ
𨔍 之 冲 公 侯,lạ gì trong công hầu
馭 車 戈 吏 網 𢂎 𠓨,ngựa xe qua lại võng dù vào
官 客 軍 加,quan khách quân gia
寔 富 貴 荣 培 分,thực phú quý vinh bội phần
㐌 𫨩 浪 伴 故 人,đã hay rằng bạn cố nhân
想 勾 隔 官 民 麻 煩,tưởng câu cách quan dân mà phiền
傕 悲 徐 𣅶 屯 邅,thôi bây giờ lúc truân chiên
执 經 徔 權 别 牢,chấp kinh tùng quyền biết sao
𥙩 調 情 𫇰 交,lấy đều tình cựu giao
排 撻 爲 埃 寔 窖 𫩓,bày đặt vì ai thực khéo phòm
昂 魯 函,ngang lỗ hòm
𠊚 悁 景 佛 𨆁 蹎 𠽖,người quen cảnh phật chen chân giục
几 𨔍 瓢 仙 痗 眜 𥈺,kẻ lạ bầu tiên mỏi mắt nhòm
湥 渃 有 情 涞 聖 説,giọt nước hữu tình rơi thánh thót
𧯄 無 岸 𩠴 藍 堪,hang vô ngạn cúi lom khom
打 料 払 買 𨀈 𠓨 𠳨 𠶀,đánh liều chàng mới bước vào hỏi thăm
𠸜 房 𥊛 𧡊 𠻵,tên phòng trông thấy mắng
林 泉 眷 奇 繁 吏,lâm tuyền quyến cả phồn lại
𤑟 窖 𡗶 𦓅 旦 懙,rõ khéo giời già đến dở
岧 岧 吏 岧,đèo đèo lại đèo
𠸦 埃 窖 撻 景 招 蹽,khen ai khéo đặt cảnh treo leo
𣘈 𧺃 𡬶 音 莯,son đỏ tùm hum nóc
丸 𥒥 撑 夷 論 噴 𦼔,hòn đá xanh rì lún phún rêu
栗 了 梗 樁 干 𩙌 蔟,lắt léo cành thông cơn gió thốc
潭 池 蘿 柳 湥 霜 招,đầm đìa lá liễu giọt sương gieo
䝨 人 君 子 埃 𫽄,hiền nhân quân tử ai chẳng
痗 𨆝 𨀛 蹎 沕 𫺓 岧,mỏi gối chồn chân vẫn muốn trèo
窖 窖 排 路 造 化 工,khéo khéo bày trò tạo hoá công
翁 𫯳 㐌 丕 吏 𫯳,ông chồng đã vậy lại chồng
𦰟 畑 𨖲 𧡊 𤽸 抛,ngọn đèn lên thấy trắng phau
𠓀 箕 丕 侵 役 夷,trước kia vậy xăm việc gì
払 𦖑 𠱊 買 𠱋 夷,chàng nghe sẽ mới rù rì
監 疎 買 随 𠳒 尼,dám thưa mấy tuỳ lời này
原 浪 官 𢀲 𠊛 低,nguyên rằng quan lớn người đây
刘 平 碎 别 仍 𣈗 𡥵,lưu bình tôi biết những ngày con
寔 冲 伴 同 門,thực trong bạn đồng môn
𠊛 它 𩔰 宦 碎 群 寒 儒,người đà hiển hoạn tôi còn hàn nho
源 干 包 管 𢢆 殊,nguồn cơn bao quản thẹn thò
𠬠 𠳒 𢚁 稟 朱 和,một lời cậy bẩm cho hoạ
𧡊 𠳒 呐 拱 㤕 車,thấy lời nói cũng xót xa
𥊛 𠊛 𡥵 拱 𡥵 詩 書,trông người con cũng con thi thư
房 𦖑 心 事 闭 徐,phòng nghe tâm sự bấy giờ
𨀈 𠓨 私 室 陳 辞 分 明,bước vào tư thất trần từ phân minh
稟 翁 浪 固 𠬠 英,bẩm ông rằng có một anh
𠊛 𫽄 别 称 名 刘 平,người chẳng biết xưng danh lưu bình
呐 浪 拱 伴 書 生,nói rằng cũng bạn thư sinh
埃 麻 𪧚 特 顕 荣 夀 長,ai ma dữ được hiển vinh thọ trường
共 官 𢀲 沕 㤙 情 芝 𬞕,cùng quan lớn vẫn ân tình chi lan
拯 﨤 𣅶 貧 寒,chẳng gặp lúc bần hàn
朱 𢧚 𠊛 沛 𡬶 𨖅 底 𢘾,cho nên người phải tìm sang để nhờ
楊 公 者 格 爫 盧,dương công giả cách làm lờ
𠵩 浪 䋲 窖 𡬶 噅 稟 𠳹,quở rằng thằng khéo tầm phơ bẩm xằng
眉 它 别 𤏣 世 庒,mi đà biết tỏ thế chăng
伴 仍 几 凌 仍 意 麻,bạn những kẻ lăng nhăng ấy mà
傕 辰 㐌 典 低 些,thôi thì đã đến đây ta
𠶆 茄 客 料 麻 沛 庒,mời nhà khách liệu mà phải chăng
朱 眉 駭 保 浪,cho mi hãy bảo rằng
翁 當 伴 故 人 冲 茄,ông đương bạn cố nhân trong nhà
𠳐 𠳒 房 買 𨀈,vâng lời phòng mới bước
𢫕 𦝄 粓 怒 辱 牙 𨇜 塘,bưng lưng cơm nọ nhuốc nha đủ đường
𧡊 英 𠰚 麻 傷,thấy anh nỉ mà thương
𡗶 當 唵 𠵇 𦊚 方,giời đương êm ả bốn phương
然 浽 㗂 𩆐 同 同,nhiên nổi tiếng sấm đùng đùng
埃 埃 𦖑 拱 咳 雄,ai ai nghe cũng hãi hùng
外 噋 嗃 体 助 秦 王,ngoài xôn xao thể chợ Tần vương
𢗽 𢝙 供 丐 事 常,tẻ vui cũng cái sự thường
𠸦 埃 窖 𦘧 堆 塘 格 𩜙,khen ai khéo vẽ đôi đường cách nhau
别 𠓀 過 橋 會,biết trước qua cầu hội
辰 供 仃 𫮇 䑓 楊,thì cũng đành lối Đài dương
底 之 螉 𧊉 長,để chi ong bướm chường
䀡 花 𣠖 𤑟 㐌 芒 㗂 𠁀,xem hoa chưa rõ đã mang tiếng đời
𥆾 蓮 菊 想 味 茶 味,nhìn sen cúc tưởng mùi trà vị
詩 弹 吟 擬 𡽫 滝,thi đàn ngẫm nghĩ non sông
𡽫 滝 賖 格 重,non sông xa cách trùng
江 南 想 望 忉 𢚸 𢘾 傷,Giang Nam tưởng vọng đau lòng nhớ thương
埃 𫨩 英 拱 坊 斉 人,ai hay anh cũng phường tề nhân
朱 寔 拱 𢧚 身,cho thực cũng nên thân
准 官 司 監 吝 巾 呐 乾,chốn quan ty giám lần khân nói càn
空 推 冲 准 芝 𬞕,không suy trong chốn chi lan
伴 𤿤 買 仍 坊 鮑 魚,bạn bè mấy những phường bào ngư
翁 碎 涓 别 包 徐,ông tôi quen biết bao giờ
世 麻 英 監 托 辞 涓,thế mà anh dám thác từ quen
為 英 碎 沛 勤 拳,vì anh tôi phải cần quyền
碎 渚 稟 歇 翁 連 𠵩,tôi chưa bẩm hết ông liền quở
仍 麻 英 拱 枚 麻,nhưng mà anh cũng may mà
𣈘 職 桂 𥇀 景,đêm giấc quế màng cảnh
𣈗 𩲉 梅 塢 愈 𨉓 尼,ngày hồn mai ủ rủ mình nầy
